Player,Pos,Age,Tm,G,MP,FG%,Dist.,Year,% of FGA by Distance 2P,% of FGA by Distance (0-3),% of FGA by Distance (3-10),% of FGA by Distance (10-16),% of FGA by Distance (16-3P),% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance (0-3),FG% by Distance (3-10),FG% by Distance (10-16),FG% by Distance (16-3P),FG% by Distance (3P),% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks,Dunks #,Corner 3s %3PA,Corner 3s 3P%,Heaves Att,Heaves Made
Marcus Smart\smartma01,SG,25,BOS,60,1919,0.375,18.4,2019-2020,0.421,0.111,0.163,0.103,0.044,0.579,0.415,0.539,0.351,0.443,0.267,0.347,0.303,0.723,0.009,5,0.147,0.345,5,0
Dennis Smith Jr.\smithde03,PG,22,NYK,34,537,0.341,12.7,2019-2020,0.744,0.332,0.128,0.081,0.204,0.256,0.357,0.543,0.222,0.235,0.186,0.296,0.179,0.563,0.043,7,0.148,0.375,0,0
Ish Smith\smithis01,PG,31,WAS,68,1787,0.447,13.2,2019-2020,0.755,0.235,0.168,0.161,0.19,0.245,0.473,0.617,0.362,0.514,0.359,0.367,0.171,0.742,0,0,0.272,0.348,0,0
J.R. Smith\smithjr01,SG,34,LAL,6,79,0.318,17.7,2019-2020,0.5,0.045,0.227,0.136,0.091,0.5,0.545,1,0.4,1,0,0.091,0.667,1,0,0,0.273,0,0,0
Zhaire Smith\smithzh01,SF,20,PHI,7,32,0.273,10.3,2019-2020,0.727,0.545,0,0.091,0.091,0.273,0.375,0.5,,0,0,0,0.667,,0.273,2,0.333,0,0,0
Tony Snell\snellto01,SF,28,DET,59,1641,0.445,19.4,2019-2020,0.335,0.102,0.118,0.068,0.047,0.665,0.531,0.692,0.489,0.346,0.556,0.402,0.647,0.892,0.024,9,0.374,0.432,1,0
Omari Spellman\spellom01,C,22,GSW,49,886,0.431,14.3,2019-2020,0.627,0.305,0.112,0.078,0.132,0.373,0.454,0.556,0.303,0.478,0.333,0.391,0.607,1,0.102,19,0.182,0.55,0,0
Max Strus\strusma01,SF,23,CHI,2,6,0.667,9,2019-2020,0.667,0.667,0-Jan,0-Jan,0,0.333,1,1-Jan,,,,0,0.5,,0,0,0,,0,0
Edmond Sumner\sumneed01,SG,24,IND,31,447,0.43,12.1,2019-2020,0.627,0.359,0.204,0.063,0,0.373,0.528,0.725,0.276,0.222,,0.264,0.574,0.929,0.049,7,0.302,0.625,1,0
Caleb Swanigan\swanica01,PF-C,22,TOT,27,288,0.596,5.3,2019-2020,0.957,0.617,0.191,0.106,0.043,0.043,0.622,0.724,0.444,0.4,0.5,0,0.75,,0.021,1,0.5,0,0,0
Caleb Swanigan\swanica01,C,22,SAC,7,23,0.5,6.6,2019-2020,1,0.5,0.25,0,0.25,0,0.5,0.5,1,,0,,1,,0,0,,,0,0
Caleb Swanigan\swanica01,PF,22,POR,20,265,0.605,5.2,2019-2020,0.953,0.628,0.186,0.116,0.023,0.047,0.634,0.741,0.375,0.4,1,0,0.731,,0.023,1,0.5,0,0,0
Jayson Tatum\tatumja01,PF,21,BOS,66,2265,0.45,14.4,2019-2020,0.617,0.248,0.155,0.126,0.089,0.383,0.48,0.618,0.374,0.396,0.394,0.403,0.433,0.545,0.05,56,0.171,0.413,3,0
Jeff Teague\teaguje01,PG,31,TOT,59,1464,0.436,10.9,2019-2020,0.761,0.303,0.297,0.123,0.039,0.239,0.457,0.574,0.407,0.317,0.368,0.368,0.159,0.465,0.01,4,0.085,0.5,0,0
Jeff Teague\teaguje01,PG,31,MIN,34,945,0.448,11.1,2019-2020,0.731,0.296,0.315,0.102,0.019,0.269,0.473,0.531,0.431,0.394,0.667,0.379,0.134,0.424,0.003,1,0.08,0.286,0,0
Jeff Teague\teaguje01,PG,31,ATL,25,519,0.412,10.5,2019-2020,0.818,0.315,0.261,0.164,0.079,0.182,0.43,0.654,0.349,0.222,0.231,0.333,0.207,0.6,0.024,3,0.1,1,0,0
Garrett Temple\templga01,SG,33,BRK,62,1730,0.378,18.9,2019-2020,0.342,0.172,0.055,0.06,0.056,0.658,0.473,0.584,0.375,0.286,0.424,0.329,0.611,0.858,0.007,3,0.288,0.351,0,0
Daniel Theis\theisda01,C,27,BOS,65,1566,0.566,9.2,2019-2020,0.775,0.493,0.169,0.073,0.04,0.225,0.633,0.729,0.458,0.516,0.412,0.333,0.804,1,0.211,81,0.135,0.385,2,0
Isaiah Thomas\thomais02,PG,30,WAS,40,925,0.408,17.7,2019-2020,0.556,0.066,0.157,0.185,0.148,0.444,0.405,0.536,0.299,0.392,0.476,0.413,0.385,0.769,0,0,0.111,0.238,0,0
Khyri Thomas\thomakh01,SG,23,DET,8,61,0.294,22.7,2019-2020,0.176,0,0.059,0.059,0.059,0.824,0,,0,0,0,0.357,,1,0,0,0.143,0.5,0,0
Lance Thomas\thomala01,PF,31,BRK,7,98,0.348,18.7,2019-2020,0.435,0.087,0.087,0.13,0.13,0.565,0.4,0.5,0.5,0,0.667,0.308,0.75,1,0,0,0.769,0.3,0,0
Matt Thomas\thomama02,SG,25,TOR,41,440,0.487,21.1,2019-2020,0.34,0.06,0.053,0.087,0.14,0.66,0.51,0.444,0.375,0.462,0.619,0.475,0.769,0.957,0,0,0.212,0.524,0,0
Tristan Thompson\thomptr01,PF,28,CLE,57,1721,0.512,5.1,2019-2020,0.959,0.496,0.374,0.073,0.016,0.041,0.518,0.624,0.433,0.317,0.111,0.391,0.599,0.667,0.185,95,0.087,0,0,0
Sindarius Thornwell\thornsi01,SF,25,NOP,2,35,0.545,13.6,2019-2020,0.636,0.364,0.273,0,0,0.364,0.571,0.75,0.333,,,0.5,0.25,1,0,0,0.25,1,1,0
Matisse Thybulle\thybuma01,SG,22,PHI,65,1287,0.423,16.6,2019-2020,0.408,0.272,0.079,0.03,0.026,0.592,0.519,0.653,0.286,0.25,0.143,0.357,0.732,1,0.136,32,0.338,0.415,1,0
Anthony Tolliver\tollian01,PF,34,TOT,55,872,0.357,21.3,2019-2020,0.203,0.11,0.06,0.011,0.022,0.797,0.432,0.4,0.364,0.5,0.75,0.338,0.875,0.98,0.011,2,0.228,0.424,0,0
Anthony Tolliver\tollian01,PF,34,POR,33,554,0.368,20.3,2019-2020,0.239,0.154,0.06,0.009,0.017,0.761,0.464,0.444,0.429,1,0.5,0.337,0.846,0.967,0.017,2,0.258,0.435,0,0
Anthony Tolliver\tollian01,PF,34,SAC,9,82,0.176,23.9,2019-2020,0.118,0,0.059,0,0.059,0.882,0.5,,0,,1,0.133,1,1,0,0,0.2,0,0,0
Anthony Tolliver\tollian01,PF,34,MEM,13,236,0.396,22.9,2019-2020,0.146,0.042,0-Jan,0-Jan,0.021,0.854,0.286,0-Jan,0-Jan,0,1,0.415,1,1,0,0,0.171,0.571,0,0
Juan Toscano-Anderson\toscaju01,SG,26,GSW,13,272,0.46,11.6,2019-2020,0.635,0.397,0.19,0.016,0.032,0.365,0.525,0.72,0.25,0,0,0.348,0.476,1,0.111,6,0.348,0.375,0,0
Karl-Anthony Towns\townska01,C,24,MIN,35,1187,0.508,14,2019-2020,0.555,0.328,0.148,0.032,0.047,0.445,0.586,0.721,0.457,0.25,0.276,0.412,0.505,0.816,0.064,38,0.101,0.429,0,0
Gary Trent Jr.\trentga02,SF,21,POR,61,1332,0.444,19.4,2019-2020,0.392,0.104,0.075,0.1,0.113,0.608,0.486,0.696,0.333,0.432,0.44,0.418,0.44,0.857,0.02,9,0.272,0.411,1,0
Allonzo Trier\trieral01,SG,24,NYK,24,291,0.481,17.5,2019-2020,0.5,0.208,0.057,0.085,0.151,0.5,0.604,0.682,0.167,0.667,0.625,0.358,0.281,0.789,0.057,5,0.132,0.429,0,0
P.J. Tucker\tuckepj01,PF,34,HOU,72,2467,0.415,18.4,2019-2020,0.298,0.148,0.089,0.035,0.026,0.702,0.551,0.619,0.474,0.467,0.545,0.358,0.729,0.991,0,0,0.766,0.384,0,0
Rayjon Tucker\tuckera01,SG,22,UTA,20,161,0.465,14.1,2019-2020,0.605,0.209,0.209,0.163,0.023,0.395,0.654,0.778,0.556,0.571,1,0.176,0.471,1,0.023,1,0.059,0,0,0
Evan Turner\turneev01,SG,31,ATL,19,251,0.373,10.4,2019-2020,0.925,0.299,0.149,0.343,0.134,0.075,0.403,0.55,0.5,0.261,0.333,0,0.4,,0,0,0.2,0,0,0
Myles Turner\turnemy01,C,23,IND,62,1826,0.457,15.5,2019-2020,0.574,0.221,0.152,0.107,0.094,0.426,0.54,0.677,0.483,0.54,0.309,0.344,0.709,1,0.065,31,0.148,0.351,1,0
Jarrod Uthoff\uthofja01,PF,26,TOT,7,53,0.389,18.1,2019-2020,0.5,0.111,0.111,0.111,0.167,0.5,0.444,0.5,0,1,0.333,0.333,1,1,0,0,0.222,0.5,0,0
Jarrod Uthoff\uthofja01,PF,26,MEM,4,14,0.143,17.7,2019-2020,0.429,0.143,0.143,0.143,0,0.571,0.333,0,0,1,,0,1,,0,0,0,,0,0
Jarrod Uthoff\uthofja01,PF,26,WAS,3,39,0.545,18.4,2019-2020,0.545,0.091,0.091,0.091,0.273,0.455,0.5,1,0,1,0.333,0.6,1,1,0,0,0.4,0.5,0,0
Jonas Valančiūnas\valanjo01,C,27,MEM,70,1845,0.585,7.2,2019-2020,0.877,0.424,0.359,0.068,0.027,0.123,0.617,0.735,0.543,0.34,0.45,0.352,0.588,1,0.091,63,0.143,0.231,1,0
Denzel Valentine\valende01,SF,26,CHI,36,488,0.409,19.5,2019-2020,0.422,0.046,0.152,0.143,0.08,0.578,0.51,0.545,0.444,0.529,0.579,0.336,0.412,0.783,0,0,0.153,0.429,2,0
Jarred Vanderbilt\vandeja01,PF,20,TOT,11,46,0.625,4,2019-2020,0.875,0.875,0,0,0,0.125,0.714,0.714,,,,0,0.6,,0.25,2,1,0,0,0
Jarred Vanderbilt\vandeja01,PF,20,DEN,9,41,0.714,1.3,2019-2020,1,1,0,0,0,0,0.714,0.714,,,,,0.6,,0.286,2,,,0,0
Jarred Vanderbilt\vandeja01,PF,20,MIN,2,5,0,23.5,2019-2020,0,0,0,0,0,1,,,,,,0,,,0,0,1,0,0,0
Fred VanVleet\vanvlfr01,SG,25,TOR,54,1928,0.413,15.4,2019-2020,0.516,0.307,0.113,0.038,0.06,0.484,0.434,0.549,0.23,0.276,0.326,0.39,0.185,0.692,0,0,0.158,0.441,1,0
Gabe Vincent\vincega01,PG,23,MIA,9,83,0.216,21.1,2019-2020,0.27,0.081,0.081,0.108,0,0.73,0.2,0.333,0.333,0,,0.222,0.5,0.833,0,0,0.111,0.333,0,0
Noah Vonleh\vonleno01,C,24,TOT,36,377,0.565,6.8,2019-2020,0.837,0.511,0.315,0,0.011,0.163,0.636,0.723,0.517,,0,0.2,0.551,1,0.174,14,0.2,0.333,0,0
Noah Vonleh\vonleno01,C,24,MIN,29,347,0.547,6.8,2019-2020,0.837,0.512,0.314,0,0.012,0.163,0.625,0.705,0.519,,0,0.143,0.556,1,0.174,13,0.143,0,0,0
Noah Vonleh\vonleno01,C,24,DEN,7,30,0.833,7.1,2019-2020,0.833,0.5,0.333,0,0,0.167,0.8,1,0.5,,,1,0.5,1,0.167,1,1,1,0,0
Nikola Vučević\vucevni01,C,29,ORL,62,1998,0.477,12.5,2019-2020,0.72,0.235,0.27,0.131,0.084,0.28,0.531,0.675,0.487,0.43,0.425,0.339,0.719,0.99,0.03,27,0.031,0.778,0,0
Dean Wade\wadede01,PF,23,CLE,12,71,0.692,8.5,2019-2020,0.692,0.615,0.077,0,0,0.308,0.778,0.75,1,,,0.5,0.714,1,0.308,4,0.5,0.5,0,0
Moritz Wagner\wagnemo01,C,22,WAS,45,835,0.545,9.6,2019-2020,0.699,0.489,0.188,0.015,0.008,0.301,0.645,0.777,0.34,0.5,0,0.313,0.767,1,0.09,21,0.163,0.385,0,0
Dion Waiters\waitedi01,SG,28,TOT,10,207,0.414,15.8,2019-2020,0.525,0.293,0.071,0.04,0.121,0.475,0.5,0.586,0.286,0.75,0.333,0.319,0.385,0.8,0,0,0.191,0.333,0,0
Dion Waiters\waitedi01,SG,28,MIA,3,42,0.385,19.3,2019-2020,0.346,0.192,0.038,0,0.115,0.654,0.222,0.2,0,,0.333,0.471,0.5,0.75,0,0,0.176,0.333,0,0
Dion Waiters\waitedi01,SG,28,LAL,7,165,0.425,14.6,2019-2020,0.589,0.329,0.082,0.055,0.123,0.411,0.558,0.667,0.333,0.75,0.333,0.233,0.375,0.857,0,0,0.2,0.333,0,0
Kemba Walker\walkeke02,PG,29,BOS,56,1742,0.425,17.6,2019-2020,0.468,0.198,0-Jan,0-Jan,0.082,0.532,0.476,0-Jan,0-Jan,0.471,0.466,0.381,0.247,0.489,0,0,0.053,0.36,5,0
Lonnie Walker\walkelo01,SG,21,SAS,61,988,0.426,12.4,2019-2020,0.717,0.317,0.188,0.09,0.123,0.283,0.434,0.584,0.313,0.281,0.341,0.406,0.595,0.951,0.056,17,0.248,0.36,2,0
Tyrone Wallace\wallaty01,SG,25,ATL,14,160,0.318,11.9,2019-2020,0.659,0.432,0.136,0.068,0.023,0.341,0.448,0.579,0.167,0.333,0,0.067,0.615,0,0.023,1,0.267,0,1,0
Derrick Walton\waltode01,PG,24,TOT,26,248,0.462,20.5,2019-2020,0.385,0.077,0,0.154,0.154,0.615,0.533,0.667,,0.5,0.5,0.417,0.25,0.9,0,0,0.25,0.167,0,0
Derrick Walton\waltode01,PG,24,LAC,23,222,0.472,20.1,2019-2020,0.417,0.083,0,0.167,0.167,0.583,0.533,0.667,,0.5,0.5,0.429,0.25,1,0,0,0.238,0.2,0,0
Derrick Walton\waltode01,PG,24,DET,3,26,0.333,24.8,2019-2020,0,0,0,0,0,1,,,,,,0.333,,0,0,0,0.333,0,0,0
Brad Wanamaker\wanambr01,PG,30,BOS,71,1369,0.448,12.3,2019-2020,0.718,0.296,0.235,0.083,0.105,0.282,0.481,0.692,0.271,0.433,0.395,0.363,0.432,0.892,0.011,4,0.049,0.8,0,0
T.J. Warren\warretj01,SF,26,IND,67,2202,0.536,12,2019-2020,0.773,0.275,0.171,0.216,0.112,0.227,0.575,0.759,0.465,0.488,0.455,0.403,0.609,0.901,0.037,37,0.412,0.419,0,0
P.J. Washington\washipj01,PF,21,CHO,58,1759,0.455,12.3,2019-2020,0.61,0.324,0.25,0.024,0.012,0.39,0.507,0.66,0.34,0.214,0.429,0.374,0.786,0.965,0.109,59,0.274,0.508,0,0
Yuta Watanabe\watanyu01,SF,25,MEM,18,105,0.441,10.9,2019-2020,0.765,0.353,0.176,0.147,0.088,0.235,0.462,0.583,0.5,0.2,0.333,0.375,0.5,1,0.147,3,0.25,0.5,0,0
Tremont Waters\watertr01,PG,22,BOS,11,119,0.286,16.8,2019-2020,0.51,0.143,0.184,0.122,0.061,0.49,0.4,0.714,0.222,0.167,0.667,0.167,0.2,0.25,0,0,0.125,0,0,0
Paul Watson\watsopa01,SF,25,TOT,10,87,0.385,14.6,2019-2020,0.538,0.308,0.154,0.038,0.038,0.462,0.429,0.75,0,0,0,0.333,0.667,1,0.115,3,0.083,0,0,0
Paul Watson\watsopa01,SF,25,ATL,2,17,0,16.3,2019-2020,0.571,0,0.429,0,0.143,0.429,0,,0,,0,0,,,0,0,0.333,0,0,0
Paul Watson\watsopa01,SF,25,TOR,8,70,0.526,14,2019-2020,0.526,0.421,0.053,0.053,0,0.474,0.6,0.75,0,0,,0.444,0.667,1,0.158,3,0,,0,0
Quinndary Weatherspoon\weathqu01,SG,23,SAS,11,78,0.294,13.7,2019-2020,0.706,0.353,0.176,0.059,0.118,0.294,0.333,0.333,0.667,0,0,0.2,0.75,0,0.059,0,0.2,0,1,0
Russell Westbrook\westbru01,PG,31,HOU,57,2049,0.472,10.1,2019-2020,0.834,0.415,0.142,0.13,0.148,0.166,0.514,0.64,0.363,0.404,0.402,0.258,0.235,0.655,0.041,40,0.192,0.22,0,0
Coby White\whiteco01,PG,19,CHI,65,1674,0.394,16,2019-2020,0.525,0.258,0.106,0.054,0.107,0.475,0.43,0.529,0.321,0.372,0.329,0.354,0.263,0.759,0.01,4,0.141,0.377,1,0
Derrick White\whitede01,SG,25,SAS,68,1677,0.458,14.2,2019-2020,0.609,0.254,0.192,0.094,0.069,0.391,0.518,0.6,0.528,0.385,0.368,0.366,0.385,0.81,0.02,10,0.148,0.344,3,0
Hassan Whiteside\whiteha01,C,30,POR,67,2008,0.621,5,2019-2020,0.99,0.558,0.259,0.108,0.064,0.01,0.622,0.74,0.511,0.395,0.422,0.571,0.646,1,0.188,128,0,,0,0
Andrew Wiggins\wiggian01,SF,24,TOT,54,1858,0.447,13.6,2019-2020,0.658,0.251,0.212,0.102,0.094,0.342,0.506,0.686,0.454,0.33,0.337,0.332,0.393,0.775,0.034,31,0.138,0.326,0,0
Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,0.444,13.5,2019-2020,0.652,0.253,0.214,0.103,0.082,0.348,0.505,0.685,0.456,0.284,0.354,0.331,0.365,0.736,0.028,20,0.135,0.27,0,0
Andrew Wiggins\wiggian01,SF,24,GSW,12,403,0.457,13.7,2019-2020,0.686,0.239,0.202,0.101,0.144,0.314,0.512,0.689,0.447,0.526,0.296,0.339,0.5,0.95,0.059,11,0.153,0.556,0,0
Grant Williams\willigr01,PF,21,BOS,69,1043,0.412,14.2,2019-2020,0.545,0.265,0.19,0.071,0.019,0.455,0.548,0.661,0.55,0.267,0,0.25,0.619,0.875,0.033,5,0.427,0.293,2,0
Johnathan Williams\willijo04,PF,24,WAS,15,180,0.559,8.7,2019-2020,0.941,0.412,0.265,0.118,0.147,0.059,0.594,0.857,0.556,0,0.4,0,0.579,,0.118,4,0.5,0,1,0
Kenrich Williams\willike04,PF,25,NOP,39,832,0.347,17.8,2019-2020,0.34,0.259,0.048,0.014,0.02,0.66,0.52,0.553,0.429,0.5,0.333,0.258,0.654,0.96,0.034,4,0.433,0.357,2,0
Lou Williams\willilo02,PG,33,LAC,65,1864,0.418,14.8,2019-2020,0.663,0.193,0.183,0.145,0.142,0.337,0.451,0.575,0.409,0.368,0.421,0.352,0.207,0.64,0.005,3,0.229,0.347,1,0
Marvin Williams\willima02,PF,33,TOT,58,1129,0.446,17.4,2019-2020,0.416,0.139,0.195,0.06,0.022,0.584,0.568,0.838,0.481,0.375,0.167,0.359,0.667,0.982,0.011,2,0.365,0.474,1,0
Marvin Williams\willima02,PF,33,CHO,41,808,0.448,17.1,2019-2020,0.443,0.129,0.224,0.062,0.029,0.557,0.538,0.852,0.489,0.231,0.167,0.376,0.64,0.977,0.014,2,0.316,0.514,1,0
Marvin Williams\willima02,PF,33,MIL,17,321,0.439,18.6,2019-2020,0.316,0.175,0.088,0.053,0,0.684,0.722,0.8,0.4,1,,0.308,0.769,1,0,0,0.513,0.4,0,0
Robert Williams\williro04,C,22,BOS,29,388,0.727,3,2019-2020,1,0.784,0.136,0.023,0.057,0,0.727,0.797,0.417,1,0.4,,0.813,,0.455,36,,,0,0
Nigel Williams-Goss\willini01,PG,25,UTA,10,50,0.313,15.5,2019-2020,0.563,0,0.438,0.063,0.063,0.438,0.333,,0.429,0,0,0.286,0.667,1,0,0,0.286,0.5,0,0
Zion Williamson\willizi01,PF,19,NOP,24,668,0.583,3.5,2019-2020,0.961,0.744,0-Jan,0-Jan,0.011,0.039,0.59,0-Jan,0-Jan,0.375,0,0.429,0.755,1,0.178,58,0,,0,0
D.J. Wilson\wilsodj01,PF,23,MIL,37,363,0.394,16.7,2019-2020,0.447,0.227,0.106,0.053,0.061,0.553,0.576,0.767,0.357,0.286,0.5,0.247,0.853,0.944,0.121,13,0.247,0.556,0,0
Justise Winslow\winslju01,SG,23,MIA,11,352,0.388,10.4,2019-2020,0.791,0.256,0.372,0.085,0.078,0.209,0.431,0.606,0.354,0.455,0.2,0.222,0.5,0.833,0.031,3,0.296,0.125,0,0
Christian Wood\woodch01,PF,24,DET,62,1325,0.567,10.1,2019-2020,0.724,0.409,0.234,0.041,0.039,0.276,0.636,0.793,0.445,0.381,0.4,0.386,0.714,0.926,0.242,115,0.279,0.385,0,0
Delon Wright\wrighde01,PG,27,DAL,73,1570,0.462,11,2019-2020,0.691,0.37,0.265,0.032,0.024,0.309,0.504,0.645,0.349,0.385,0.2,0.37,0.308,0.809,0.022,8,0.173,0.5,3,0
Justin Wright-Foreman\wrighju02,PG,22,UTA,4,45,0.35,17.2,2019-2020,0.5,0.1,0.2,0.15,0.05,0.5,0.5,0.5,0.5,0.333,1,0.2,0.4,0.5,0,0,0.1,1,0,0
Thaddeus Young\youngth01,PF,31,CHI,64,1591,0.448,11.9,2019-2020,0.631,0.329,0.25,0.023,0.028,0.369,0.501,0.601,0.413,0.214,0.353,0.356,0.568,0.937,0.048,26,0.423,0.362,2,0
Trae Young\youngtr01,PG,21,ATL,60,2120,0.437,16.8,2019-2020,0.545,0.183,0.167,0.146,0.05,0.455,0.501,0.596,0.452,0.467,0.413,0.361,0.161,0.298,0,0,0.033,0.579,1,1
Cody Zeller\zelleco01,C,27,CHO,58,1341,0.524,6.6,2019-2020,0.843,0.57,0.242,0.027,0.004,0.157,0.577,0.659,0.422,0.154,1,0.24,0.704,0.944,0.14,63,0.053,0.5,0,0
Tyler Zeller\zellety01,C,30,SAS,2,4,0.25,3,2019-2020,1,0.5,0.5,0,0,0,0.25,0,0.5,,,,1,,0,0,,,0,0
Ante Žižić\zizican01,C,23,CLE,22,221,0.569,4.1,2019-2020,1,0.514,0.361,0.111,0.014,0,0.569,0.622,0.462,0.75,0,,0.756,,0.042,1,,,0,0
Ivica Zubac\zubaciv01,C,22,LAC,72,1326,0.613,3.4,2019-2020,0.995,0.691,0.229,0.042,0.034,0.005,0.616,0.684,0.42,0.438,0.769,0,0.725,,0.265,97,0,,0,0
Precious Achiuwa\achiupr01,PF,21,MIA,61,737,0.544,3.3,2020-2021,0.996,0.667,0.263,0.039,0.026,0.004,0.546,0.645,0.367,0.333,0.167,0,0.734,,0.259,48,0,,0,0
Jaylen Adams\adamsja01,PG,24,MIL,7,18,0.125,11,2020-2021,0.75,0.25,0.375,0.125,0,0.25,0.167,0,0,1,,0,0,,0,0,0,,0,0
Steven Adams\adamsst01,C,27,NOP,58,1605,0.614,3.9,2020-2021,0.99,0.646,0.276,0.068,0,0.01,0.62,0.693,0.494,0.429,,0,0.598,,0.182,51,0,,3,0
Bam Adebayo\adebaba01,C,23,MIA,64,2143,0.57,7.6,2020-2021,0.99,0.353,0.303,0.225,0.11,0.01,0.573,0.794,0.471,0.456,0.386,0.25,0.656,1,0.188,137,0.125,0,0,0
LaMarcus Aldridge\aldrila01,C,35,TOT,26,674,0.473,15.5,2020-2021,0.73,0.152,0.122,0.152,0.304,0.27,0.505,0.622,0.472,0.444,0.489,0.388,0.688,0.968,0.044,12,0.175,0.429,0,0
LaMarcus Aldridge\aldrila01,C,35,SAS,21,544,0.464,16.6,2020-2021,0.698,0.109,0.129,0.125,0.335,0.302,0.509,0.63,0.438,0.452,0.518,0.36,0.705,0.963,0.024,6,0.16,0.417,0,0
LaMarcus Aldridge\aldrila01,C,35,BRK,5,130,0.521,9.9,2020-2021,0.896,0.375,0.083,0.292,0.146,0.104,0.488,0.611,0.75,0.429,0.143,0.8,0.619,1,0.146,6,0.4,0.5,0,0
Ty-Shon Alexander\alexaty01,SG,22,PHO,15,47,0.25,22.3,2020-2021,0.25,0.083,0,0,0.167,0.75,0.333,1,,,0,0.222,0,0.5,0.083,1,0.111,0,0,0
Nickeil Alexander-Walker\alexani01,SG,22,NOP,46,1007,0.419,15.5,2020-2021,0.522,0.236,0.164,0.041,0.081,0.478,0.485,0.481,0.52,0.421,0.459,0.347,0.345,0.921,0.015,7,0.283,0.387,1,1
Grayson Allen\allengr01,SG,25,MEM,50,1259,0.418,19.2,2020-2021,0.338,0.123,0.126,0.07,0.019,0.662,0.471,0.667,0.365,0.414,0.125,0.391,0.606,0.907,0.029,11,0.172,0.34,0,0
Jarrett Allen\allenja01,C,22,TOT,63,1864,0.618,4.5,2020-2021,0.961,0.6,0.276,0.056,0.029,0.039,0.631,0.761,0.436,0.407,0.214,0.316,0.723,1,0.288,127,0.368,0.286,0,0
Jarrett Allen\allenja01,C,22,BRK,12,320,0.677,2.9,2020-2021,1,0.723,0.185,0.046,0.046,0,0.677,0.809,0.333,0.333,0.333,,0.75,,0.277,17,,,0,0
Jarrett Allen\allenja01,C,22,CLE,51,1544,0.609,4.7,2020-2021,0.954,0.58,0.29,0.058,0.026,0.046,0.623,0.752,0.446,0.417,0.182,0.316,0.718,1,0.29,110,0.368,0.286,0,0
Al-Farouq Aminu\aminual01,PF,30,TOT,23,434,0.384,13.2,2020-2021,0.626,0.273,0.242,0.03,0.081,0.374,0.484,0.519,0.417,0,0.75,0.216,0.467,0.875,0.03,3,0.216,0.5,0,0
Al-Farouq Aminu\aminual01,PF,30,ORL,17,367,0.404,12.7,2020-2021,0.652,0.281,0.247,0.034,0.09,0.348,0.5,0.56,0.409,0,0.75,0.226,0.448,0.857,0.034,3,0.194,0.667,0,0
Al-Farouq Aminu\aminual01,PF,30,CHI,6,67,0.2,17.2,2020-2021,0.4,0.2,0.2,0,0,0.6,0.25,0,0.5,,,0.167,1,1,0,0,0.333,0,0,0
Kyle Anderson\anderky01,PF,27,MEM,69,1887,0.468,14.8,2020-2021,0.603,0.158,0.22,0.149,0.076,0.397,0.539,0.654,0.497,0.541,0.42,0.36,0.449,0.862,0.012,7,0.425,0.369,1,0
Giannis Antetokounmpo\antetgi01,PF,26,MIL,61,2013,0.569,9.5,2020-2021,0.799,0.451,0.193,0.094,0.062,0.201,0.636,0.837,0.401,0.359,0.324,0.303,0.428,0.299,0.169,178,0.045,0.3,0,0
Kostas Antetokounmpo\antetko01,PF,23,LAL,15,56,0.3,4.1,2020-2021,1,0.4,0.6,0,0,0,0.3,0.75,0,,,,0.333,,0.4,2,,,0,0
Thanasis Antetokounmpo\antetth01,SF,28,MIL,57,551,0.489,8.4,2020-2021,0.788,0.62,0.139,0.015,0.015,0.212,0.556,0.671,0.105,0,0.5,0.241,0.583,0.714,0.255,29,0.31,0.333,4,0
Carmelo Anthony\anthoca01,PF,36,POR,69,1690,0.421,18.1,2020-2021,0.582,0.062,0.08,0.236,0.205,0.418,0.429,0.5,0.403,0.448,0.396,0.409,0.278,0.782,0.012,8,0.197,0.438,0,0
Cole Anthony\anthoco01,PG,20,ORL,47,1273,0.397,13.3,2020-2021,0.688,0.185,0.292,0.129,0.083,0.312,0.424,0.588,0.298,0.493,0.391,0.337,0.112,0.621,0.013,4,0.093,0.313,0,0
OG Anunoby\anunoog01,SF,23,TOR,43,1433,0.48,14.8,2020-2021,0.497,0.256,0.173,0.04,0.027,0.503,0.562,0.759,0.344,0.381,0.357,0.398,0.51,0.971,0.116,55,0.467,0.41,1,0
Ryan Arcidiacono\arcidry01,PG,26,CHI,44,450,0.419,18.3,2020-2021,0.427,0.154,0.137,0.085,0.051,0.573,0.48,0.556,0.375,0.7,0.167,0.373,0.542,1,0,0,0.224,0.467,1,0
Trevor Ariza\arizatr01,SF,35,MIA,30,841,0.411,16.1,2020-2021,0.407,0.286,0.095,0.008,0.017,0.593,0.5,0.609,0.261,0,0.25,0.35,0.776,0.94,0.041,9,0.413,0.373,1,0
D.J. Augustin\augusdj01,PG,33,TOT,57,1129,0.394,19,2020-2021,0.367,0.146,0.102,0.073,0.047,0.633,0.413,0.54,0.371,0.28,0.313,0.382,0.212,0.711,0,0,0.194,0.31,0,0
D.J. Augustin\augusdj01,PG,33,MIL,37,713,0.37,20,2020-2021,0.328,0.109,0.094,0.073,0.052,0.672,0.349,0.476,0.333,0.214,0.3,0.38,0.136,0.755,0,0,0.24,0.355,0,0
