namePlayer.x,slugSeason,groupPosition,countGames,countGamesStarted,Tm
Jeremy Lamb,2017-18,G,80,18,CHO
Shane Larkin,2017-18,G,54,2,BOS
Joffrey Lauvergne,2017-18,C,55,1,SAS
Jake Layman,2017-18,F,35,1,POR
TJ Leaf,2017-18,F,53,0,IND
Courtney Lee,2017-18,G,76,69,NYK
Alex Len,2017-18,C,69,13,PHO
Meyers Leonard,2017-18,C,33,2,POR
Caris LeVert,2017-18,F,71,10,BRK
DeAndre Liggins,2017-18,G,58,4,TOT
Damian Lillard,2017-18,G,73,73,POR
Shaun Livingston,2017-18,G,71,7,GSW
Kevon Looney,2017-18,C,66,4,GSW
Brook Lopez,2017-18,C,74,72,LAL
Robin Lopez,2017-18,C,64,64,CHI
Kevin Love,2017-18,C,59,59,CLE
Kyle Lowry,2017-18,G,78,78,TOR
Timothe Luwawu-Cabarrot,2017-18,F,52,7,PHI
Trey Lyles,2017-18,F,73,2,DEN
Shelvin Mack,2017-18,G,69,3,ORL
Ian Mahinmi,2017-18,C,77,0,WAS
Thon Maker,2017-18,C,74,12,MIL
Boban Marjanovic,2017-18,C,39,1,TOT
Lauri Markkanen,2017-18,F,68,68,CHI
Jarell Martin,2017-18,F,73,36,MEM
Frank Mason III,2017-18,G,52,2,SAC
Wesley Matthews,2017-18,F,63,62,DAL
Luc Mbah a Moute,2017-18,F,61,15,HOU
Patrick McCaw,2017-18,G,57,10,GSW
CJ McCollum,2017-18,G,81,81,POR
T.J. McConnell,2017-18,G,76,1,PHI
Doug McDermott,2017-18,F,81,4,TOT
JaVale McGee,2017-18,C,65,17,GSW
Ben McLemore,2017-18,G,56,17,MEM
Jodie Meeks,2017-18,G,77,0,WAS
Salah Mejri,2017-18,C,61,1,DAL
Khris Middleton,2017-18,F,82,82,MIL
CJ Miles,2017-18,F,70,3,TOR
Darius Miller,2017-18,F,82,3,NOP
Patty Mills,2017-18,G,82,36,SAS
Paul Millsap,2017-18,F,38,37,DEN
Nikola Mirotic,2017-18,F,55,14,TOT
Donovan Mitchell,2017-18,G,79,71,UTA
Malik Monk,2017-18,G,63,0,CHO
Greg Monroe,2017-18,C,51,14,TOT
E'Twaun Moore,2017-18,G,82,80,NOP
Eric Moreland,2017-18,F,67,3,DET
Marcus Morris Sr.,2017-18,F,54,21,BOS
Markieff Morris,2017-18,F,73,73,WAS
Timofey Mozgov,2017-18,C,31,13,BRK
Emmanuel Mudiay,2017-18,G,64,14,TOT
Shabazz Muhammad,2017-18,F,43,2,TOT
Dejounte Murray,2017-18,G,81,48,SAS
Jamal Murray,2017-18,G,81,80,DEN
Mike Muscala,2017-18,C,53,7,ATL
Abdel Nader,2017-18,F,48,1,BOS
Larry Nance Jr.,2017-18,C,66,27,TOT
Shabazz Napier,2017-18,G,74,10,POR
Jameer Nelson,2017-18,G,50,0,TOT
Raul Neto,2017-18,G,41,0,UTA
Nerlens Noel,2017-18,C,30,6,DAL
Lucas Nogueira,2017-18,C,49,3,TOR
Dirk Nowitzki,2017-18,C,77,77,DAL
Frank Ntilikina,2017-18,G,78,9,NYK
Jusuf Nurkic,2017-18,C,79,79,POR
David Nwaba,2017-18,G,70,21,CHI
Johnny O'Bryant III,2017-18,F,36,0,CHO
Royce O'Neale,2017-18,F,69,4,UTA
Kyle O'Quinn,2017-18,C,77,10,NYK
Semi Ojeleye,2017-18,F,73,0,BOS
Victor Oladipo,2017-18,G,75,75,IND
Kelly Olynyk,2017-18,F,76,22,MIA
Cedi Osman,2017-18,F,61,12,CLE
Kelly Oubre Jr.,2017-18,F,81,11,WAS
Zaza Pachulia,2017-18,C,69,57,GSW
Jabari Parker,2017-18,F,31,3,MIL
Tony Parker,2017-18,G,55,21,SAS
Chandler Parsons,2017-18,F,36,8,MEM
Patrick Patterson,2017-18,F,82,3,OKC
Brandon Paul,2017-18,G,64,2,SAS
Chris Paul,2017-18,G,58,58,HOU
Elfrid Payton,2017-18,G,63,63,TOT
Mason Plumlee,2017-18,C,74,26,DEN
Miles Plumlee,2017-18,C,55,35,ATL
Jakob Poeltl,2017-18,C,82,0,TOR
Otto Porter Jr.,2017-18,F,77,77,WAS
Bobby Portis,2017-18,F,73,4,CHI
Kristaps Porzingis,2017-18,F,48,48,NYK
Dwight Powell,2017-18,C,79,25,DAL
Norman Powell,2017-18,G,70,18,TOR
Taurean Prince,2017-18,F,82,82,ATL
Ivan Rabb,2017-18,F,36,5,MEM
Julius Randle,2017-18,C,82,49,LAL
Zach Randolph,2017-18,F,59,57,SAC
JJ Redick,2017-18,G,70,70,PHI
Willie Reed,2017-18,C,42,5,TOT
Josh Richardson,2017-18,F,81,81,MIA
Austin Rivers,2017-18,G,61,59,LAC
Andre Roberson,2017-18,G,39,39,OKC
Rajon Rondo,2017-18,G,65,63,NOP
Terry Rozier,2017-18,G,80,16,BOS
Ricky Rubio,2017-18,G,77,77,UTA
D'Angelo Russell,2017-18,G,48,35,BRK
Domantas Sabonis,2017-18,C,74,19,IND
Dario Saric,2017-18,F,78,73,PHI
Tomas Satoransky,2017-18,G,73,30,WAS
Dennis Schroder,2017-18,G,67,67,ATL
Mike Scott,2017-18,F,76,1,WAS
Thabo Sefolosha,2017-18,F,38,6,UTA
Wayne Selden,2017-18,G,35,9,MEM
Pascal Siakam,2017-18,F,81,5,TOR
Ben Simmons,2017-18,G,81,81,PHI
Jonathon Simmons,2017-18,G,69,50,ORL
Kobi Simmons,2017-18,G,32,12,MEM
Marcus Smart,2017-18,G,54,11,BOS
Dennis Smith Jr.,2017-18,G,69,69,DAL
Ish Smith,2017-18,G,82,35,DET
JR Smith,2017-18,G,80,61,CLE
Jason Smith,2017-18,C,33,2,WAS
Tony Snell,2017-18,G,75,59,MIL
Marreese Speights,2017-18,C,52,3,ORL
Nik Stauskas,2017-18,G,41,0,TOT
Lance Stephenson,2017-18,G,82,7,IND
Jayson Tatum,2017-18,F,80,80,BOS
Isaiah Taylor,2017-18,G,67,9,ATL
Jeff Teague,2017-18,G,70,70,MIN
Garrett Temple,2017-18,G,65,35,SAC
Milos Teodosic,2017-18,G,45,36,LAC
Jason Terry,2017-18,G,51,4,MIL
Daniel Theis,2017-18,C,63,3,BOS
Isaiah Thomas,2017-18,G,32,15,TOT
Lance Thomas,2017-18,F,73,31,NYK
Klay Thompson,2017-18,G,73,73,GSW
Tristan Thompson,2017-18,C,53,22,CLE
Sindarius Thornwell,2017-18,G,73,17,LAC
Anthony Tolliver,2017-18,F,79,14,DET
Karl-Anthony Towns,2017-18,C,82,82,MIN
P.J. Tucker,2017-18,F,82,34,HOU
Evan Turner,2017-18,F,79,40,POR
Myles Turner,2017-18,C,65,62,IND
Ekpe Udoh,2017-18,C,63,3,UTA
Tyler Ulis,2017-18,G,71,43,PHO
Jonas Valanciunas,2017-18,C,77,77,TOR
Denzel Valentine,2017-18,G,77,37,CHI
Fred VanVleet,2017-18,G,76,0,TOR
Noah Vonleh,2017-18,F,54,16,TOT
Nikola Vucevic,2017-18,C,57,57,ORL
Dwyane Wade,2017-18,G,67,3,TOT
Dion Waiters,2017-18,G,30,30,MIA
Kemba Walker,2017-18,G,80,80,CHO
John Wall,2017-18,G,41,41,WAS
Tyrone Wallace,2017-18,G,30,19,LAC
T.J. Warren,2017-18,F,65,65,PHO
David West,2017-18,C,73,0,GSW
Russell Westbrook,2017-18,G,80,80,OKC
Hassan Whiteside,2017-18,C,54,54,MIA
Andrew Wiggins,2017-18,F,82,82,MIN
C.J. Williams,2017-18,G,38,17,LAC
Lou Williams,2017-18,G,79,19,LAC
Marvin Williams,2017-18,F,78,78,CHO
Justise Winslow,2017-18,F,68,25,MIA
Delon Wright,2017-18,G,69,4,TOR
Guerschon Yabusele,2017-18,F,33,4,BOS
Joe Young,2017-18,G,53,1,IND
Nick Young,2017-18,G,80,8,GSW
Thaddeus Young,2017-18,F,81,81,IND
Cody Zeller,2017-18,C,33,0,CHO
Tyler Zeller,2017-18,C,66,34,TOT
Paul Zipser,2017-18,F,54,12,CHI
Ante Zizic,2017-18,C,32,2,CLE
Ivica Zubac,2017-18,C,43,0,LAL
